"condition","Rationale","Title","ID","Remediation","Result","Policy ID","Description","command","References","Compliance","Rules"
"all","The capturing of system events provides system administrators with information to allow them to determine if unauthorized access to their system is occurring.","Ensure auditd service is enabled and active.",28591,"Run the following command to enable and start auditd: # systemctl --now enable auditd.","failed","cis_ubuntu22-04","Turn on the auditd daemon to record system events.","systemctl is-enabled auditd","-","[{""key"":""cis"",""value"":""4.1.1.2""},{""key"":""cis_csc_v7"",""value"":""6.2,6.3""},{""key"":""cis_csc_v8"",""value"":""8.2""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""hipaa"",""value"":""164.312(b)""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.001""},{""key"":""nist_sp_800-53"",""value"":""AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.2,10.3""},{""key"":""pci_dss_4.0"",""value"":""5.3.4,6.4.1,6.4.2,10.2.1,10.2.1.1,10.2.1.2,10.2.1.3,10.2.1.4,10.2.1.5,10.2.1.6,10.2.1.7,10.2.2""}]","[{""type"":""command"",""rule"":""c:systemctl is-active auditd -> r:active""},{""type"":""command"",""rule"":""c:systemctl is-enabled auditd -> r:enabled""}]"
"all","Audit events need to be captured on processes that start up prior to auditd , so that potential malicious activity cannot go undetected.","Ensure auditing for processes that start prior to auditd is enabled.",28592,"Edit /etc/default/grub and add audit=1 to GRUB_CMDLINE_LINUX: Example: GRUB_CMDLINE_LINUX=""audit=1"" Run the following command to update the grub2 configuration: # update-grub.","passed","cis_ubuntu22-04","Configure grub2 so that processes that are capable of being audited can be audited even if they start up prior to auditd startup.","-","-","[{""key"":""cis"",""value"":""4.1.1.3""},{""key"":""cis_csc_v7"",""value"":""6.2""},{""key"":""cis_csc_v8"",""value"":""8.2""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""hipaa"",""value"":""164.312(b)""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.001""},{""key"":""nist_sp_800-53"",""value"":""AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.2,10.3""},{""key"":""pci_dss_4.0"",""value"":""5.3.4,6.4.1,6.4.2,10.2.1,10.2.1.1,10.2.1.2,10.2.1.3,10.2.1.4,10.2.1.5,10.2.1.6,10.2.1.7,10.2.2""}]","[{""type"":""numeric"",""rule"":""not d:/boot -> r:\\.*grub.cfg -> r:^\\s*\\t*linux && !r:audit=1""}]"
"all","If an audit event is logged which would grow the queue beyond the audit_backlog_limit, then a failure occurs, auditd records will be lost, and potential malicious activity could go undetected.","Ensure audit_backlog_limit is sufficient.",28593,"Edit /etc/default/grub and add audit_backlog_limit=N to GRUB_CMDLINE_LINUX. The recommended size for N is 8192 or larger. Example: GRUB_CMDLINE_LINUX=""audit_backlog_limit=8192"" Run the following command to update the grub2 configuration: # update-grub","failed","cis_ubuntu22-04","In the kernel-level audit subsystem, a socket buffer queue is used to hold audit events. Whenever a new audit event is received, it is logged and prepared to be added to this queue. The kernel boot parameter audit_backlog_limit=N, with N representing the amount of messages, will ensure that a queue cannot grow beyond a certain size. If an audit event is logged which would grow the queue beyond this limit, then a failure occurs and is handled according to the system configuration.","-","-","[{""key"":""cis"",""value"":""4.1.1.4""},{""key"":""cis_csc_v7"",""value"":""6.2,6.3""},{""key"":""cis_csc_v8"",""value"":""8.2""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""hipaa"",""value"":""164.312(b)""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.001""},{""key"":""nist_sp_800-53"",""value"":""AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.2,10.3""},{""key"":""pci_dss_4.0"",""value"":""5.3.4,6.4.1,6.4.2,10.2.1,10.2.1.1,10.2.1.2,10.2.1.3,10.2.1.4,10.2.1.5,10.2.1.6,10.2.1.7,10.2.2""}]","[{""type"":""numeric"",""rule"":""not d:/boot -> r:\\.*grub.cfg -> !r:audit_backlog_limit=\\d+""}]"
"all","It is important that an appropriate size is determined for log files so that they do not impact the system and audit data is not lost.","Ensure audit log storage size is configured.",28594,"Set the following parameter in /etc/audit/auditd.conf in accordance with site policy: max_log_file = <MB> Default Value: max_log_file = 8 Additional Information: The max_log_file parameter is measured in megabytes. Other methods of log rotation may be appropriate based on site policy. One example is time-based rotation strategies which don't have native support in auditd configurations. Manual audit of custom configurations should be evaluated for effectiveness and completeness.","failed","cis_ubuntu22-04","Configure the maximum size of the audit log file. Once the log reaches the maximum size, it will be rotated and a new log file will be started.","-","-","[{""key"":""cis"",""value"":""4.1.2.2""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""cis_csc_v8"",""value"":""8.3""},{""key"":""mitre_mitigations"",""value"":""M1053""},{""key"":""mitre_tactics"",""value"":""TA0040""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""pci_dss_3.2.1"",""value"":""10.7""},{""key"":""soc_2"",""value"":""A1.1""}]","[{""type"":""directory"",""rule"":""d:/etc/audit""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf -> r:^\\s*max_log_file\\s*=\\s*\\d+""}]"
"all","In high security contexts, the benefits of maintaining a long audit history exceed the cost of storing the audit history.","Ensure audit logs are not automatically deleted.",28595,"Set the following parameter in /etc/audit/auditd.conf: max_log_file_action = keep_logs.","failed","cis_ubuntu22-04","The max_log_file_action setting determines how to handle the audit log file reaching the max file size. A value of keep_logs will rotate the logs but never delete old logs.","-","-","[{""key"":""cis"",""value"":""4.1.2.2""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""cis_csc_v8"",""value"":""8.3""},{""key"":""mitre_mitigations"",""value"":""M1053""},{""key"":""mitre_tactics"",""value"":""TA0040""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""pci_dss_3.2.1"",""value"":""10.7""},{""key"":""soc_2"",""value"":""A1.1""}]","[{""type"":""directory"",""rule"":""d:/etc/audit""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf -> r:^\\s*max_log_file_action\\s*=\\s*keep_logs""}]"
"all","In high security contexts, the risk of detecting unauthorized access or nonrepudiation exceeds the benefit of the system's availability.","Ensure system is disabled when audit logs are full.",28596,"Set the following parameters in /etc/audit/auditd.conf: space_left_action = email action_mail_acct = root set admin_space_left_action to either halt or single in /etc/audit/auditd.conf. Example: admin_space_left_action = halt.","failed","cis_ubuntu22-04","The auditd daemon can be configured to halt the system when the audit logs are full. The admin_space_left_action parameter tells the system what action to take when the system has detected that it is low on disk space. Valid values are ignore, syslog, suspend, single, and halt. ignore, the audit daemon does nothing Syslog, the audit daemon will issue a warning to syslog Suspend, the audit daemon will stop writing records to the disk single, the audit daemon will put the computer system in single user mode halt, the audit daemon will shutdown the system.","-","-","[{""key"":""cis"",""value"":""4.1.2.3""},{""key"":""cis_csc_v7"",""value"":""6.4""},{""key"":""cis_csc_v8"",""value"":""8.2,8.3""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""hipaa"",""value"":""164.312(b)""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.2,10.3""},{""key"":""pci_dss_4.0"",""value"":""5.3.4,6.4.1,6.4.2,10.2.1,10.2.1.1,10.2.1.2,10.2.1.3,10.2.1.4,10.2.1.5,10.2.1.6,10.2.1.7,10.2.2""}]","[{""type"":""directory"",""rule"":""d:/etc/audit""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf -> r:^\\s*\\t*action_mail_acct\\s*=\\s*root""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf -> r:^\\s*\\t*admin_space_left_action\\s*=\\s* && r:halt|single""},{""type"":""file"",""rule"":""f:/etc/audit/auditd.conf -> r:^\\s*\\t*space_left_action\\s*=\\s*email""}]"
"all","Changes in the /etc/sudoers and /etc/sudoers.d files can indicate that an unauthorized change has been made to the scope of system administrator activity.","Ensure changes to system administration scope (sudoers) is collected.",28597,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor scope changes for system administrators. Example: # printf "" -w /etc/sudoers -p wa -k scope -w /etc/sudoers.d -p wa -k scope "" >> /etc/audit/rules.d/50-scope.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.","failed","cis_ubuntu22-04","Monitor scope changes for system administrators. If the system has been properly configured to force system administrators to log in as themselves first and then use the sudo command to execute privileged commands, it is possible to monitor changes in scope. The file /etc/sudoers will be written to when the file or its attributes have changed. The audit records will be tagged with the identifier ""scope."". Note: Reloading the auditd config to set active settings requires the auditd service to be restarted, and may require a system reboot.","-","-","[{""key"":""cis"",""value"":""4.1.3.1""},{""key"":""cis_csc_v7"",""value"":""4.8""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_mitigations"",""value"":""M1047""},{""key"":""mitre_tactics"",""value"":""TA0004""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""command"",""rule"":""c:auditctl -l -> r:^-w && r:/etc/sudoers && r:-p wa && r:-k scope""},{""type"":""command"",""rule"":""c:auditctl -l -> r:^-w && r:/etc/sudoers.d && r:-p wa && r:-k scope""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w && r:/etc/sudoers && r:-p wa && r:-k scope""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w && r:/etc/sudoers.d && r:-p wa && r:-k scope""}]"
"all","Creating an audit log of users with temporary elevated privileges and the operation(s) they performed is essential to reporting. Administrators will want to correlate the events written to the audit trail with the records written to sudo's logfile to verify if unauthorized commands have been executed.","Ensure actions as another user are always logged.",28598,"Create audit rules Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor elevated privileges. 64 Bit systems Example: # printf "" -a always,exit -F arch=b64 -C euid!=uid -F auid!=unset -S execve -k user_emulation -a always,exit -F arch=b32 -C euid!=uid -F auid!=unset -S execve -k user_emulation "" >> /etc/audit/rules.d/50-user_emulation.rules Load audit rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules ""; fi 32 Bit systems Follow the same procedures as for 64 bit systems and ignore any entries with b64. Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.","failed","cis_ubuntu22-04","sudo provides users with temporary elevated privileges to perform operations, either as the superuser or another user.","-","-","[{""key"":""cis"",""value"":""4.1.3.2""},{""key"":""cis_csc_v7"",""value"":""4.9""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_mitigations"",""value"":""M1047""},{""key"":""mitre_tactics"",""value"":""TA0004""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""directory"",""rule"":""d:/etc/audit/rules.d""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^\\s*\\t*-a\\s*always,exit|^\\s*\\t*-a\\s*exit,always && r:-F\\s*arch=b64|-F\\s*arch=b32 && r:-C\\s*euid!=uid|-C\\s*uid!=euid && r:-F\\s*auid!=unset|-F\\s*auid!=-1|-F\\s*auid!=4294967295 && r:-S\\s*execve && r:key=\\s\\.+$|-k\\s*\\.+$""}]"
"all","Unexpected changes in system date and/or time could be a sign of malicious activity on the system.","Ensure events that modify date and time information are collected.",28599,"Create audit rules Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify date and time information. 64 Bit systems Example: # printf \"" -a always,exit -F arch=b64 -S adjtimex,settimeofday,clock_settime -k timechange -a always,exit -F arch=b32 -S adjtimex,settimeofday,clock_settime -k timechange -w /etc/localtime -p wa -k time-change \"" >> /etc/audit/rules.d/50-time-change.rules Load audit rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\ ""; fi 32 Bit systems Follow the same procedures as for 64 bit systems and ignore any entries with b64. In addition, add stime to the system call audit. Example: -a always,exit -F arch=b32 -S adjtimex,settimeofday,clock_settime,stime -k time-change Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.","failed","cis_ubuntu22-04","Capture events where the system date and/or time has been modified. The parameters in this section are set to determine if the; adjtimex - tune kernel clock settimeofday - set time using timeval and timezone structures stime - using seconds since 1/1/1970 clock_settime - allows for the setting of several internal clocks and timers system calls have been executed. Further, ensure to write an audit record to the configured audit log file upon exit, tagging the records with a unique identifier such as ""time-change"".","-","-","[{""key"":""cis"",""value"":""4.1.3.4""},{""key"":""cis_csc_v7"",""value"":""5.5""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_tactics"",""value"":""TA0005""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""directory"",""rule"":""d:/etc/audit/rules.d""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/localtime && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^\\s*\\t*-a\\s*always,exit|^\\s*\\t*-a\\s*exit,always && r:-F\\s*arch=b64|-F\\s*arch=b32 && r:-S\\s*adjtimex|-S\\s*settimeofday|-S\\s*clock_settime && r:key=\\s*\\.+$|-k\\s*\\.+$""}]"
"all","Monitoring sethostname and setdomainname will identify potential unauthorized changes to host and domainname of a system. The changing of these names could potentially break security parameters that are set based on those names. The /etc/hosts file is monitored for changes that can indicate an unauthorized intruder is trying to change machine associations with IP addresses and trick users and processes into connecting to unintended machines. Monitoring /etc/issue and /etc/issue.net is important, as intruders could put disinformation into those files and trick users into providing information to the intruder. Monitoring /etc/network is important as it can show if network interfaces or scripts are being modified in a way that can lead to the machine becoming unavailable or compromised. All audit records should have a relevant tag associated with them.","Ensure events that modify the system's network environment are collected.",28600,"Create audit rules Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify the system's network environment. 64 Bit systems Example: # printf ""-a always,exit -F arch=b64 -S sethostname,setdomainname -k system-locale -a always,exit -F arch=b32 -S sethostname,setdomainname -k system-locale -w /etc/issue -p wa -k system-locale -w /etc/issue.net -p wa -k system-locale -w /etc/hosts -p wa -k system-locale -w /etc/networks -p wa -k system-locale -w /etc/network/ -p wa -k system-locale"" >> /etc/audit/rules.d/50-system_local.rules Load audit rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi 32 Bit systems Follow the same procedures as for 64 bit systems and ignore any entries with b64.","failed","cis_ubuntu22-04","Record changes to network environment files or system calls. The below parameters monitors the following system calls, and write an audit event on system call exit: sethostname - set the systems host name setdomainname - set the systems domain name The files being monitored are: -/etc/issue and /etc/issue.net - messages displayed pre-login /etc/hosts - file containing host names and associated IP addresses - /etc/networks - symbolic names for networks - /etc/network/ - directory containing network interface scripts and configurations files.","-","-","[{""key"":""cis"",""value"":""4.1.3.5""},{""key"":""cis_csc_v7"",""value"":""5.5""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_mitigations"",""value"":""M1047""},{""key"":""mitre_tactics"",""value"":""TA0003""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""directory"",""rule"":""d:/etc/audit/rules.d""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/hosts && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/issue && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/issue.net && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/network/ && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/networks && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^\\s*\\t*-a\\s*always,exit|^\\s*\\t*-a\\s*exit,always && r:-F\\s*arch=b64|-F\\s*arch=b32 && r:-S\\s*setdomainname|-S\\s*sethostname && r:key=\\s*\\.+$|-k\\s*\\.+$""}]"
"all","Unexpected changes to these files could be an indication that the system has been compromised and that an unauthorized user is attempting to hide their activities or compromise additional accounts.","Ensure events that modify user/group information are collected.",28601,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify user/group information. Example: # printf "" -w /etc/group -p wa -k identity -w /etc/passwd -p wa -k identity -w /etc/gshadow -p wa -k identity -w /etc/shadow -p wa -k identity -w /etc/security/opasswd -p wa -k identity "" >> /etc/audit/rules.d/50-identity.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\ ""; fi.","failed","cis_ubuntu22-04","Record events affecting the modification of user or group information, including that of passwords and old passwords if in use. /etc/group - system groups /etc/passwd - system users /etc/gshadow - encrypted password for each group /etc/shadow - system user passwords /etc/security/opasswd - storage of old passwords if the relevant PAM module is in use The parameters in this section will watch the files to see if they have been opened for write or have had attribute changes (e.g. permissions) and tag them with the identifier ""identity"" in the audit log file.","-","-","[{""key"":""cis"",""value"":""4.1.3.8""},{""key"":""cis_csc_v7"",""value"":""4.8""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_mitigations"",""value"":""M1047""},{""key"":""mitre_tactics"",""value"":""TA0004""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""directory"",""rule"":""d:/etc/audit/rules.d""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/group && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/gshadow && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/passwd && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/security/opasswd && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/etc/shadow && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""}]"
"all","Monitoring these files for changes could alert a system administrator to logins occurring at unusual hours, which could indicate intruder activity (i.e. a user logging in at a time when they do not normally log in).","Ensure session initiation information is collected.",28602,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor session initiation information. Example: # printf "" -w /var/run/utmp -p wa -k session -w /var/log/wtmp -p wa -k session -w /var/log/btmp -p wa -k session "" >> /etc/audit/rules.d/50-session.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\ ""; fi Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.","failed","cis_ubuntu22-04","Monitor session initiation events. The parameters in this section track changes to the files associated with session events. /var/run/utmp - tracks all currently logged in users. /var/log/wtmp - file tracks logins, logouts, shutdown, and reboot events. /var/log/btmp - keeps track of failed login attempts and can be read by entering the command /usr/bin/last -f /var/log/btmp. All audit records will be tagged with the identifier ""session."".","-","-","[{""key"":""cis"",""value"":""4.1.3.11""},{""key"":""cis_csc_v7"",""value"":""4.9,16.13""},{""key"":""cis_csc_v8"",""value"":""8.5""},{""key"":""cmmc_v2.0"",""value"":""AU.L2-3.3.1""},{""key"":""mitre_tactics"",""value"":""TA0001""},{""key"":""mitre_techniques"",""value"":""T1562,T1562.006""},{""key"":""nist_sp_800-53"",""value"":""AU-3(1),AU-7""},{""key"":""pci_dss_3.2.1"",""value"":""10.1,10.2.2,10.2.4,10.2.5,10.3""},{""key"":""pci_dss_4.0"",""value"":""9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5""},{""key"":""soc_2"",""value"":""CC5.2,CC7.2""}]","[{""type"":""directory"",""rule"":""d:/etc/audit/rules.d""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/var/log/btmp && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/var/log/wtmp && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""},{""type"":""directory"",""rule"":""d:/etc/audit/rules.d -> r:\\.+.rules$ -> r:^-w\\s*/var/run/utmp && r:-p\\s*wa && r:key=\\s*\\.+$|-k\\s*\\.+$""}]"
